member_id,date,item
1399,16-07-2015,Bleach
2425,26-07-2015,Tomatoes
2425,26-07-2015,Juice
2425,26-07-2015,Brownies
2425,26-07-2015,Oranges
2425,26-07-2015,Peppers
1124,28-05-2015,Celery
1124,28-05-2015,Tissues
1124,28-05-2015,Soy Sauce
1124,28-05-2015,Rubbing Alcohol
1124,28-05-2015,Canned Fish
1124,28-05-2015,Tea
1124,28-05-2015,Carrots
1340,14-10-2015,Cleaning Supplies
1340,14-10-2015,Crackers
1340,14-10-2015,Frozen Fruit
1340,14-10-2015,Mustard
1340,14-10-2015,Soy Sauce
1340,14-10-2015,Pineapples
1340,14-10-2015,Bleach
2857,06-10-2015,Bananas
2857,06-10-2015,Rubbing Alcohol
2857,06-10-2015,Canned Fish
2857,06-10-2015,Mustard
3166,01-10-2015,Popcorn
3166,01-10-2015,Watermelons
3166,01-10-2015,Tissues
3166,01-10-2015,Soy Sauce
3166,01-10-2015,Soda
3166,01-10-2015,Dish Soap
4169,11-11-2015,Chips
4169,11-11-2015,Peppers
2661,28-10-2015,Bananas
2661,28-10-2015,Baby Food
4679,29-01-2015,Skincare Products
4679,29-01-2015,Coffee
4679,29-01-2015,Apples
3665,01-11-2015,Rice
3665,01-11-2015,Soy Sauce
3665,01-11-2015,Frozen Vegetables
3665,01-11-2015,Pepper
3665,01-11-2015,Dish Soap
4540,02-02-2015,Shampoo
4540,02-02-2015,Olive Oil
4540,02-02-2015,Skincare Products
4540,02-02-2015,Soy Sauce
4540,02-02-2015,Frozen Vegetables
4540,02-02-2015,Bread
4540,02-02-2015,Carrots
3809,01-02-2015,Soda
3809,01-02-2015,Bananas
3809,01-02-2015,Bleach
1907,12-03-2015,Sugar
1907,12-03-2015,Salt
1907,12-03-2015,Frozen Fruit
1907,12-03-2015,Oranges
1907,12-03-2015,Ice Cream
3721,03-01-2015,Coffee
3721,03-01-2015,Cookies
3721,03-01-2015,Broccoli
3721,03-01-2015,Pineapples
3721,03-01-2015,Vinegar
3319,09-02-2015,Skincare Products
3319,09-02-2015,Garlic
3319,09-02-2015,Frozen Fruit
3319,09-02-2015,Pasta
3205,26-09-2015,Cheese
3205,26-09-2015,Wine
3205,26-09-2015,Soy Sauce
3205,26-09-2015,Tea
3205,26-09-2015,Dish Soap
4196,28-06-2015,Yogurt
4196,28-06-2015,Cookies
4196,28-06-2015,Rice
4196,28-06-2015,Apples
4196,28-06-2015,Milk
4196,28-06-2015,Soy Sauce
4196,28-06-2015,Frozen Vegetables
4196,28-06-2015,Butter
4196,28-06-2015,Soda
4196,28-06-2015,Tea
2739,30-12-2015,Toothbrushes
2739,30-12-2015,Celery
2739,30-12-2015,Watermelons
2739,30-12-2015,Bananas
2739,30-12-2015,Carrots
2959,27-07-2015,Crackers
2959,27-07-2015,Garlic
2959,27-07-2015,Salt
2959,27-07-2015,Pasta
4976,11-08-2015,Yogurt
4976,11-08-2015,Cakes
4976,11-08-2015,Granola
4976,11-08-2015,Apples
4976,11-08-2015,Pastries
4976,11-08-2015,Garlic
4976,11-08-2015,Dish Soap
3802,06-01-2015,Tissues
3802,06-01-2015,Yogurt
3802,06-01-2015,Cakes
2593,09-08-2015,Bananas
2593,09-08-2015,Popcorn
2593,09-08-2015,Tea
2593,09-08-2015,Dish Soap
1023,18-08-2015,Sugar
1023,18-08-2015,Tomato Sauce
1023,18-08-2015,Baby Bottles
1023,18-08-2015,Pasta
1155,09-11-2015,Soda
1155,09-11-2015,Popcorn
1155,09-11-2015,Vinegar
1155,09-11-2015,Chips
4137,18-07-2015,Frozen Fruit
4137,18-07-2015,Crackers
4137,18-07-2015,Chips
3311,05-10-2015,Vinegar
3311,05-10-2015,Soy Sauce
3311,05-10-2015,Toilet Paper
3196,13-07-2015,Wipes
3196,13-07-2015,Tomato Sauce
3196,13-07-2015,Frozen Fruit
3196,13-07-2015,Pasta
2462,16-07-2015,Canned Fish
2462,16-07-2015,Cookies
2462,16-07-2015,Coffee
2462,16-07-2015,Milk
2462,16-07-2015,Jam
2462,16-07-2015,Bleach
2462,16-07-2015,Bread
2575,05-06-2015,Toothbrushes
2575,05-06-2015,Frozen Fruit
2575,05-06-2015,Juice
2575,05-06-2015,Chips
2575,05-06-2015,Bananas
3354,27-05-2015,Rubbing Alcohol
3354,27-05-2015,Diapers
3354,27-05-2015,Pineapples
3354,27-05-2015,Frozen Fruit
4357,09-04-2015,Rice
4357,09-04-2015,Olive Oil
4357,09-04-2015,Tissues
4357,09-04-2015,Honey
4357,09-04-2015,Bananas
4357,09-04-2015,Pineapples
4357,09-04-2015,Tea
4364,11-10-2015,Honey
4364,11-10-2015,Tea
4364,11-10-2015,Dish Soap
3375,12-06-2015,Apples
3375,12-06-2015,Skincare Products
3375,12-06-2015,Milk
3375,12-06-2015,Tomato Sauce
3375,12-06-2015,Bananas
3375,12-06-2015,Oranges
3375,12-06-2015,Pasta
3375,12-06-2015,Bread
3599,11-09-2015,Broccoli
3599,11-09-2015,Cheese
3599,11-09-2015,Wine
3599,11-09-2015,Carrots
3210,27-08-2015,Wheat
3210,27-08-2015,Canned Fish
3210,27-08-2015,Dish Soap
3007,07-08-2015,Crackers
3007,07-08-2015,Popcorn
3007,07-08-2015,Cakes
3007,07-08-2015,Butter
3007,07-08-2015,Eggs
3007,07-08-2015,Canned Fish
3007,07-08-2015,Bread
3093,24-02-2015,Watermelons
3093,24-02-2015,Juice
3093,24-02-2015,Mustard
3093,24-02-2015,Brownies
3093,24-02-2015,Butter
3093,24-02-2015,Bleach
3093,24-02-2015,Bread
1473,17-02-2015,Olive Oil
1473,17-02-2015,Eggs
1473,17-02-2015,Dish Soap
2098,25-09-2015,Shampoo
2098,25-09-2015,Apples
2098,25-09-2015,Honey
2098,25-09-2015,Bananas
2098,25-09-2015,Conditioner
2098,25-09-2015,Brownies
2098,25-09-2015,Eggs
2914,25-06-2015,Cleaning Supplies
2914,25-06-2015,Pepper
2914,25-06-2015,Watermelons
2914,25-06-2015,Bleach
3226,23-07-2015,Dish Soap
3226,23-07-2015,Skincare Products
3226,23-07-2015,Watermelons
3226,23-07-2015,Apples
1750,18-11-2015,Sugar
1750,18-11-2015,Yogurt
1750,18-11-2015,Cakes
1750,18-11-2015,Granola
1750,18-11-2015,Apples
1750,18-11-2015,Bananas
1750,18-11-2015,Oranges
3027,03-08-2015,Chips
3027,03-08-2015,Pastries
3369,21-09-2015,Tomatoes
3369,21-09-2015,Juice
3369,21-09-2015,Jam
3369,21-09-2015,Peppers
3369,21-09-2015,Soda
3369,21-09-2015,Bread
3461,05-04-2015,Tissues
3461,05-04-2015,Yogurt
3461,05-04-2015,Bleach
1036,29-06-2015,Bananas
1036,29-06-2015,Popcorn
1036,29-06-2015,Soda
1036,29-06-2015,Chips
1167,19-10-2015,Celery
1167,19-10-2015,Wipes
1167,19-10-2015,Brownies
1167,19-10-2015,Pineapples
1167,19-10-2015,Pepper
1167,19-10-2015,Carrots
3277,19-05-2015,Rice
3277,19-05-2015,Olive Oil
3277,19-05-2015,Chips
3277,19-05-2015,Honey
3277,19-05-2015,Soda
3277,19-05-2015,Tea
4682,31-08-2015,Shampoo
4682,31-08-2015,Celery
4682,31-08-2015,Paper Towels
4682,31-08-2015,Tissues
4682,31-08-2015,Pineapples
4682,31-08-2015,Tea
4523,19-03-2015,Yogurt
4523,19-03-2015,Cookies
4523,19-03-2015,Celery
4523,19-03-2015,Broccoli
4523,19-03-2015,Carrots
1743,06-01-2015,Cookies
1743,06-01-2015,Oranges
1743,06-01-2015,Tea
2958,05-09-2015,Sugar
2958,05-09-2015,Yogurt
2958,05-09-2015,Wheat
2958,05-09-2015,Apples
2958,05-09-2015,Olive Oil
2958,05-09-2015,Eggs
2958,05-09-2015,Pepper
2214,11-10-2015,Ice Cream
2214,11-10-2015,Bleach
2214,11-10-2015,Rice
3045,16-03-2015,Shampoo
3045,16-03-2015,Cheese
3045,16-03-2015,Wine
3045,16-03-2015,Soy Sauce
3045,16-03-2015,Baby Bottles
3045,16-03-2015,Corn
1652,04-01-2015,Wheat
1652,04-01-2015,Popcorn
1652,04-01-2015,Mustard
1652,04-01-2015,Chips
1652,04-01-2015,Tissues
1652,04-01-2015,Honey
1652,04-01-2015,Eggs
1652,04-01-2015,Tea
3935,22-09-2015,Diapers
3935,22-09-2015,Tomatoes
3935,22-09-2015,Paper Towels
3935,22-09-2015,Frozen Vegetables
3935,22-09-2015,Peppers
3935,22-09-2015,Eggs
3935,22-09-2015,Vinegar
2133,23-11-2015,Shampoo
2133,23-11-2015,Cakes
2133,23-11-2015,Skincare Products
2133,23-11-2015,Broccoli
2133,23-11-2015,Bananas
2133,23-11-2015,Rubbing Alcohol
2133,23-11-2015,Garlic
2116,07-10-2015,Conditioner
2116,07-10-2015,Soy Sauce
2116,07-10-2015,Shampoo
2116,07-10-2015,Brownies
3942,16-07-2015,Toilet Paper
3942,16-07-2015,Oranges
3942,16-07-2015,Frozen Fruit
3942,16-07-2015,Apples
1019,08-03-2015,Toothpaste
1019,08-03-2015,Skincare Products
1019,08-03-2015,Broccoli
1019,08-03-2015,Tomatoes
1019,08-03-2015,Tissues
1019,08-03-2015,Frozen Vegetables
1019,08-03-2015,Peppers
4931,26-05-2015,Mustard
4931,26-05-2015,Toothbrushes
4931,26-05-2015,Pineapples
1747,10-04-2015,Salt
1747,10-04-2015,Mustard
4563,01-09-2015,Apples
4563,01-09-2015,Honey
4563,01-09-2015,Bananas
4563,01-09-2015,Peppers
4563,01-09-2015,Pepper
4563,01-09-2015,Tea
4833,06-02-2015,Popcorn
4833,06-02-2015,Cakes
4833,06-02-2015,Tomatoes
4833,06-02-2015,Frozen Fruit
4833,06-02-2015,Pastries
4833,06-02-2015,Ice Cream
4833,06-02-2015,Garlic
4867,24-09-2015,Cleaning Supplies
4867,24-09-2015,Crackers
4867,24-09-2015,Apples
4867,24-09-2015,Frozen Fruit
4867,24-09-2015,Paper Towels
4867,24-09-2015,Bananas
4867,24-09-2015,Baby Food
3689,29-11-2015,Oranges
3689,29-11-2015,Apples
3474,10-01-2015,Soy Sauce
3474,10-01-2015,Milk
4264,26-11-2015,Cookies
4264,26-11-2015,Apples
4264,26-11-2015,Wipes
4264,26-11-2015,Broccoli
4264,26-11-2015,Bananas
4264,26-11-2015,Brownies
4264,26-11-2015,Tea
4264,26-11-2015,Carrots
4810,27-12-2015,Popcorn
4810,27-12-2015,Cheese
4810,27-12-2015,Rice
4810,27-12-2015,Soy Sauce
4810,27-12-2015,Carrots
4072,01-10-2015,Mustard
4072,01-10-2015,Juice
2994,18-06-2015,Ice Cream
2994,18-06-2015,Eggs
2994,18-06-2015,Milk
3697,30-11-2015,Sugar
3697,30-11-2015,Popcorn
3697,30-11-2015,Olive Oil
3697,30-11-2015,Garlic
3697,30-11-2015,Tea
3697,30-11-2015,Corn
2933,29-07-2015,Yogurt
2933,29-07-2015,Pepper
2933,29-07-2015,Toothbrushes
2933,29-07-2015,Toothpaste
1073,29-10-2015,Cakes
1073,29-10-2015,Cookies
1073,29-10-2015,Paper Towels
1073,29-10-2015,Frozen Fruit
1073,29-10-2015,Frozen Vegetables
5000,11-01-2015,Sugar
5000,11-01-2015,Vinegar
5000,11-01-2015,Tea
5000,11-01-2015,Toilet Paper
2473,22-03-2015,Popcorn
2473,22-03-2015,Cakes
2473,22-03-2015,Paper Towels
2473,22-03-2015,Mustard
2473,22-03-2015,Brownies
2473,22-03-2015,Oranges
3182,19-10-2015,Popcorn
3182,19-10-2015,Cakes
3182,19-10-2015,Juice
3182,19-10-2015,Soy Sauce
3182,19-10-2015,Brownies
3182,19-10-2015,Oranges
3182,19-10-2015,Frozen Vegetables
3501,19-02-2015,Yogurt
3501,19-02-2015,Toothbrushes
3501,19-02-2015,Granola
3501,19-02-2015,Frozen Fruit
3501,19-02-2015,Ice Cream
4450,28-02-2015,Apples
4450,28-02-2015,Wipes
4450,28-02-2015,Soy Sauce
4450,28-02-2015,Pineapples
4450,28-02-2015,Oranges
4450,28-02-2015,Tea
1115,02-07-2015,Toothpaste
1115,02-07-2015,Chips
1115,02-07-2015,Juice
1115,02-07-2015,Garlic
1115,02-07-2015,Corn
4554,12-05-2015,Olive Oil
4554,12-05-2015,Popcorn
4554,12-05-2015,Toothbrushes
4554,12-05-2015,Toothpaste
3113,12-01-2015,Sugar
3113,12-01-2015,Apples
3113,12-01-2015,Salt
3113,12-01-2015,Paper Towels
3113,12-01-2015,Bananas
3113,12-01-2015,Soda
3113,12-01-2015,Canned Fish
2693,19-04-2015,Coffee
2693,19-04-2015,Skincare Products
2693,19-04-2015,Brownies
2693,19-04-2015,Butter
2693,19-04-2015,Pastries
4853,01-05-2015,Wheat
4853,01-05-2015,Celery
4853,01-05-2015,Tomato Sauce
4853,01-05-2015,Pineapples
4853,01-05-2015,Pasta
4853,01-05-2015,Canned Fish
4551,23-10-2015,Soy Sauce
4551,23-10-2015,Brownies
4551,23-10-2015,Frozen Vegetables
1395,13-04-2015,Popcorn
1395,13-04-2015,Apples
1395,13-04-2015,Tomatoes
1395,13-04-2015,Skincare Products
1395,13-04-2015,Chips
2438,26-10-2015,Toothbrushes
2438,26-10-2015,Brownies
2438,26-10-2015,Toothpaste
2438,26-10-2015,Tea
1823,29-12-2015,Wipes
1823,29-12-2015,Ice Cream
1823,29-12-2015,Baby Food
1823,29-12-2015,Brownies
4647,27-09-2015,Soda
4647,27-09-2015,Popcorn
4647,27-09-2015,Eggs
4495,30-06-2015,Shampoo
4495,30-06-2015,Broccoli
4495,30-06-2015,Conditioner
4495,30-06-2015,Bleach
4495,30-06-2015,Corn
3028,20-08-2015,Onions
3028,20-08-2015,Skincare Products
3028,20-08-2015,Tomatoes
3028,20-08-2015,Oranges
3028,20-08-2015,Pasta
3028,20-08-2015,Ice Cream
3028,20-08-2015,Garlic
1434,22-09-2015,Crackers
1434,22-09-2015,Tissues
1434,22-09-2015,Honey
1434,22-09-2015,Baby Bottles
1434,22-09-2015,Pastries
1434,22-09-2015,Tea
1434,22-09-2015,Corn
4581,21-02-2015,Sugar
4581,21-02-2015,Garlic
4581,21-02-2015,Canned Fish
4581,21-02-2015,Pasta
2676,20-07-2015,Diapers
2676,20-07-2015,Baby Bottles
2676,20-07-2015,Oranges
2676,20-07-2015,Butter
2676,20-07-2015,Soda
3975,24-05-2015,Ice Cream
3975,24-05-2015,Tomatoes
3975,24-05-2015,Coffee
3975,24-05-2015,Frozen Fruit
4205,16-06-2015,Toothbrushes
4205,16-06-2015,Celery
4205,16-06-2015,Baby Bottles
4205,16-06-2015,Oranges
2192,10-06-2015,Wipes
2192,10-06-2015,Watermelons
2192,10-06-2015,Butter
2192,10-06-2015,Soda
2192,10-06-2015,Tea
2192,10-06-2015,Bread
4129,12-03-2015,Coffee
4129,12-03-2015,Canned Fish
4561,04-03-2015,Watermelons
4561,04-03-2015,Mustard
4561,04-03-2015,Baby Bottles
4561,04-03-2015,Vinegar
4561,04-03-2015,Tea
2991,19-05-2015,Yogurt
2991,19-05-2015,Granola
2991,19-05-2015,Olive Oil
2991,19-05-2015,Soda
2991,19-05-2015,Vinegar
4618,03-06-2015,Honey
4618,03-06-2015,Crackers
4618,03-06-2015,Soy Sauce
4618,03-06-2015,Tea
3963,29-07-2015,Yogurt
3963,29-07-2015,Granola
3963,29-07-2015,Wipes
3963,29-07-2015,Soy Sauce
3963,29-07-2015,Tea
3963,29-07-2015,Dish Soap
1774,30-05-2015,Ice Cream
1774,30-05-2015,Soda
3010,14-09-2015,Celery
3010,14-09-2015,Bleach
3010,14-09-2015,Juice
3619,19-06-2015,Garlic
3619,19-06-2015,Corn
2831,03-10-2015,Yogurt
2831,03-10-2015,Popcorn
2831,03-10-2015,Toothbrushes
2831,03-10-2015,Watermelons
2831,03-10-2015,Chips
2831,03-10-2015,Milk
2831,03-10-2015,Soy Sauce
1882,30-07-2015,Wheat
1882,30-07-2015,Celery
1882,30-07-2015,Peppers
1882,30-07-2015,Bleach
1882,30-07-2015,Tea
1882,30-07-2015,Dish Soap
1322,19-09-2015,Cleaning Supplies
1322,19-09-2015,Paper Towels
1322,19-09-2015,Brownies
1322,19-09-2015,Pineapples
1322,19-09-2015,Vinegar
1322,19-09-2015,Bleach
1322,19-09-2015,Tea
3991,04-12-2015,Cheese
3991,04-12-2015,Cookies
3991,04-12-2015,Oranges
3991,04-12-2015,Garlic
3991,04-12-2015,Tea
3964,24-06-2015,Sugar
3964,24-06-2015,Cleaning Supplies
3964,24-06-2015,Shampoo
3964,24-06-2015,Paper Towels
3964,24-06-2015,Bananas
3964,24-06-2015,Canned Fish
2873,23-12-2015,Canned Fish
2873,23-12-2015,Tea
2873,23-12-2015,Toothpaste
2873,23-12-2015,Carrots
4562,23-05-2015,Wipes
4562,23-05-2015,Coffee
1003,17-08-2015,Wipes
1003,17-08-2015,Watermelons
1003,17-08-2015,Broccoli
1003,17-08-2015,Honey
1003,17-08-2015,Bananas
1003,17-08-2015,Dish Soap
2006,02-05-2015,Diapers
2006,02-05-2015,Cakes
2006,02-05-2015,Baby Bottles
2660,16-07-2015,Sugar
2660,16-07-2015,Popcorn
2660,16-07-2015,Cakes
1017,23-06-2015,Crackers
1017,23-06-2015,Coffee
1017,23-06-2015,Broccoli
1017,23-06-2015,Paper Towels
1017,23-06-2015,Baby Bottles
1017,23-06-2015,Pasta
1017,23-06-2015,Garlic
1917,31-08-2015,Brownies
1917,31-08-2015,Mustard
3578,01-12-2015,Crackers
3578,01-12-2015,Rubbing Alcohol
3366,13-06-2015,Crackers
3366,13-06-2015,Coffee
3366,13-06-2015,Wipes
3366,13-06-2015,Juice
3366,13-06-2015,Peppers
2084,10-08-2015,Wheat
2084,10-08-2015,Soy Sauce
2084,10-08-2015,Pasta
2084,10-08-2015,Garlic
2084,10-08-2015,Bleach
1599,27-11-2015,Salt
1599,27-11-2015,Pastries
1249,03-11-2015,Wine
1249,03-11-2015,Cheese
1249,03-11-2015,Toothpaste
2869,16-04-2015,Yogurt
2869,16-04-2015,Celery
2869,16-04-2015,Pepper
2869,16-04-2015,Tea
2869,16-04-2015,Carrots
4908,29-06-2015,Wheat
4908,29-06-2015,Jam
4908,29-06-2015,Bread
4908,29-06-2015,Butter
1176,24-09-2015,Popcorn
1176,24-09-2015,Toothbrushes
1176,24-09-2015,Toothpaste
1176,24-09-2015,Celery
1176,24-09-2015,Milk
1176,24-09-2015,Pastries
1176,24-09-2015,Eggs
3406,28-11-2015,Crackers
3406,28-11-2015,Cakes
3406,28-11-2015,Apples
3406,28-11-2015,Toilet Paper
3406,28-11-2015,Bananas
3406,28-11-2015,Baby Bottles
3406,28-11-2015,Pineapples
2011,24-04-2015,Rice
2011,24-04-2015,Olive Oil
2011,24-04-2015,Toilet Paper
2011,24-04-2015,Frozen Vegetables
2011,24-04-2015,Butter
3569,21-09-2015,Rubbing Alcohol
3569,21-09-2015,Dish Soap
1895,05-05-2015,Toothbrushes
1895,05-05-2015,Shampoo
1895,05-05-2015,Canned Fish
1895,05-05-2015,Toothpaste
1076,20-02-2015,Wheat
1076,20-02-2015,Mustard
1076,20-02-2015,Frozen Vegetables
4541,09-12-2015,Shampoo
4541,09-12-2015,Conditioner
4541,09-12-2015,Oranges
4541,09-12-2015,Peppers
4541,09-12-2015,Garlic
3006,18-03-2015,Popcorn
3006,18-03-2015,Chips
3006,18-03-2015,Baby Bottles
3006,18-03-2015,Juice
3122,08-10-2015,Ice Cream
3122,08-10-2015,Pepper
3122,08-10-2015,Frozen Fruit
3122,08-10-2015,Pasta
4193,17-02-2015,Crackers
4193,17-02-2015,Shampoo
4193,17-02-2015,Bleach
4193,17-02-2015,Cleaning Supplies
1650,27-09-2015,Peppers
1650,27-09-2015,Baby Food
1650,27-09-2015,Skincare Products
1650,27-09-2015,Toilet Paper
2912,18-11-2015,Shampoo
2912,18-11-2015,Cakes
2912,18-11-2015,Olive Oil
2912,18-11-2015,Soy Sauce
2912,18-11-2015,Brownies
2912,18-11-2015,Oranges
3914,06-04-2015,Cleaning Supplies
3914,06-04-2015,Tomatoes
3914,06-04-2015,Juice
3914,06-04-2015,Tissues
3914,06-04-2015,Pepper
3914,06-04-2015,Bleach
3914,06-04-2015,Corn
2814,26-03-2015,Watermelons
2814,26-03-2015,Cheese
2814,26-03-2015,Oranges
4179,18-04-2015,Popcorn
4179,18-04-2015,Pepper
4179,18-04-2015,Baby Bottles
1191,08-06-2015,Peppers
1191,08-06-2015,Coffee
1191,08-06-2015,Tomatoes
1191,08-06-2015,Milk
1191,08-06-2015,Tomato Sauce
1191,08-06-2015,Bananas
1191,08-06-2015,Pasta
1191,08-06-2015,Eggs
1191,08-06-2015,Bread
2531,05-03-2015,Wheat
2531,05-03-2015,Cleaning Supplies
2531,05-03-2015,Diapers
2531,05-03-2015,Frozen Fruit
2531,05-03-2015,Chips
2531,05-03-2015,Baby Bottles
2531,05-03-2015,Frozen Vegetables
2531,05-03-2015,Soda
1247,23-02-2015,Olive Oil
1247,23-02-2015,Juice
1247,23-02-2015,Toilet Paper
1247,23-02-2015,Tomato Sauce
1247,23-02-2015,Baby Food
1247,23-02-2015,Soy Sauce
1247,23-02-2015,Pasta
3880,19-11-2015,Conditioner
3880,19-11-2015,Shampoo
3880,19-11-2015,Paper Towels
3880,19-11-2015,Carrots
3182,14-11-2015,Crackers
3182,14-11-2015,Cheese
3182,14-11-2015,Mustard
3960,01-06-2015,Crackers
3960,01-06-2015,Soy Sauce
3960,01-06-2015,Skincare Products
3960,01-06-2015,Cheese
3260,05-06-2015,Tissues
3260,05-06-2015,Baby Bottles
3260,05-06-2015,Dish Soap
2769,04-10-2015,Rice
2769,04-10-2015,Olive Oil
2769,04-10-2015,Baby Food
2769,04-10-2015,Oranges
2769,04-10-2015,Frozen Vegetables
2606,28-01-2015,Yogurt
2606,28-01-2015,Toothbrushes
2606,28-01-2015,Diapers
2606,28-01-2015,Tissues
2606,28-01-2015,Baby Food
2606,28-01-2015,Dish Soap
3767,29-01-2015,Celery
3767,29-01-2015,Watermelons
3767,29-01-2015,Oranges
3767,29-01-2015,Pastries
1231,09-08-2015,Wipes
1231,09-08-2015,Olive Oil
1231,09-08-2015,Wheat
4536,12-12-2015,Cleaning Supplies
4536,12-12-2015,Onions
4536,12-12-2015,Shampoo
4536,12-12-2015,Tomatoes
4536,12-12-2015,Skincare Products
4536,12-12-2015,Pineapples
4536,12-12-2015,Garlic
4536,12-12-2015,Bleach
2638,22-08-2015,Crackers
2638,22-08-2015,Cheese
2638,22-08-2015,Cookies
2638,22-08-2015,Coffee
2638,22-08-2015,Baby Bottles
2638,22-08-2015,Frozen Vegetables
2638,22-08-2015,Soda
2638,22-08-2015,Vinegar
2791,29-10-2015,Celery
2791,29-10-2015,Olive Oil
2791,29-10-2015,Chips
2791,29-10-2015,Rubbing Alcohol
2791,29-10-2015,Butter
2791,29-10-2015,Soda
2791,29-10-2015,Tea
2791,29-10-2015,Carrots
1902,18-06-2015,Cleaning Supplies
1902,18-06-2015,Toothbrushes
1902,18-06-2015,Toothpaste
1902,18-06-2015,Paper Towels
1902,18-06-2015,Soy Sauce
1902,18-06-2015,Brownies
1902,18-06-2015,Pasta
1902,18-06-2015,Garlic
1902,18-06-2015,Bleach
2199,03-06-2015,Soda
2199,03-06-2015,Frozen Vegetables
3430,19-03-2015,Cookies
3430,19-03-2015,Diapers
3430,19-03-2015,Frozen Fruit
3430,19-03-2015,Baby Food
3430,19-03-2015,Ice Cream
3430,19-03-2015,Soda
2637,07-12-2015,Popcorn
2637,07-12-2015,Broccoli
2637,07-12-2015,Carrots
2487,19-09-2015,Mustard
2487,19-09-2015,Milk
2487,19-09-2015,Paper Towels
2487,19-09-2015,Soda
2487,19-09-2015,Canned Fish
2487,19-09-2015,Tea
1680,11-02-2015,Sugar
1680,11-02-2015,Vinegar
1680,11-02-2015,Salt
1233,30-09-2015,Cleaning Supplies
1233,30-09-2015,Yogurt
1233,30-09-2015,Butter
1233,30-09-2015,Soda
1233,30-09-2015,Eggs
1233,30-09-2015,Bleach
2179,13-03-2015,Yogurt
2179,13-03-2015,Cookies
2179,13-03-2015,Apples
2179,13-03-2015,Wipes
2179,13-03-2015,Oranges
2179,13-03-2015,Pepper
2179,13-03-2015,Tea
1828,01-03-2015,Yogurt
1828,01-03-2015,Shampoo
1828,01-03-2015,Granola
1828,01-03-2015,Tomatoes
1828,01-03-2015,Broccoli
1828,01-03-2015,Skincare Products
1828,01-03-2015,Oranges
1828,01-03-2015,Eggs
3757,14-10-2015,Sugar
3757,14-10-2015,Crackers
3757,14-10-2015,Cheese
3757,14-10-2015,Broccoli
3757,14-10-2015,Baby Food
3757,14-10-2015,Canned Fish
4402,16-05-2015,Toothbrushes
4402,16-05-2015,Tomatoes
4402,16-05-2015,Peppers
4402,16-05-2015,Ice Cream
4402,16-05-2015,Vinegar
3283,17-06-2015,Sugar
3283,17-06-2015,Celery
3283,17-06-2015,Olive Oil
3283,17-06-2015,Garlic
3283,17-06-2015,Dish Soap
1485,23-10-2015,Wheat
1485,23-10-2015,Crackers
1485,23-10-2015,Coffee
1485,23-10-2015,Rubbing Alcohol
1485,23-10-2015,Ice Cream
1485,23-10-2015,Corn
2874,10-03-2015,Cheese
2874,10-03-2015,Baby Food
2874,10-03-2015,Rubbing Alcohol
2874,10-03-2015,Butter
2874,10-03-2015,Eggs
2874,10-03-2015,Pastries
2922,23-09-2015,Skincare Products
2922,23-09-2015,Cookies
2922,23-09-2015,Juice
2922,23-09-2015,Pastries
3460,20-08-2015,Broccoli
3460,20-08-2015,Tea
3460,20-08-2015,Carrots
2882,22-06-2015,Coffee
2882,22-06-2015,Celery
2882,22-06-2015,Watermelons
2882,22-06-2015,Frozen Fruit
2882,22-06-2015,Baby Bottles
2882,22-06-2015,Tea
3046,09-12-2015,Toothbrushes
3046,09-12-2015,Broccoli
3046,09-12-2015,Soy Sauce
3046,09-12-2015,Peppers
3046,09-12-2015,Bleach
3046,09-12-2015,Corn
3579,28-06-2015,Crackers
3579,28-06-2015,Cakes
3579,28-06-2015,Toothpaste
3579,28-06-2015,Toothbrushes
3579,28-06-2015,Wipes
3579,28-06-2015,Tissues
4941,11-12-2015,Crackers
4941,11-12-2015,Cookies
4941,11-12-2015,Toilet Paper
4941,11-12-2015,Honey
4941,11-12-2015,Baby Bottles
4941,11-12-2015,Soda
4941,11-12-2015,Tea
2020,13-03-2015,Onions
2020,13-03-2015,Cookies
2020,13-03-2015,Rice
2020,13-03-2015,Apples
2020,13-03-2015,Tomatoes
2020,13-03-2015,Paper Towels
2020,13-03-2015,Tea
1234,17-05-2015,Sugar
1234,17-05-2015,Olive Oil
1234,17-05-2015,Shampoo
1234,17-05-2015,Conditioner
4017,20-12-2015,Coffee
4017,20-12-2015,Baby Bottles
4017,20-12-2015,Pineapples
4017,20-12-2015,Cookies
3151,26-12-2015,Toothpaste
3151,26-12-2015,Tomatoes
3151,26-12-2015,Frozen Fruit
3151,26-12-2015,Ice Cream
3151,26-12-2015,Pepper
2104,15-07-2015,Corn
2104,15-07-2015,Mustard
1009,17-07-2015,Sugar
1009,17-07-2015,Rice
1009,17-07-2015,Soy Sauce
1009,17-07-2015,Frozen Vegetables
1009,17-07-2015,Pasta
1009,17-07-2015,Garlic
3681,03-11-2015,Wipes
3681,03-11-2015,Frozen Fruit
3813,20-04-2015,Shampoo
3813,20-04-2015,Toothbrushes
3813,20-04-2015,Toothpaste
3813,20-04-2015,Broccoli
3813,20-04-2015,Frozen Fruit
3813,20-04-2015,Ice Cream
4660,27-10-2015,Cleaning Supplies
4660,27-10-2015,Toothpaste
4660,27-10-2015,Wipes
4660,27-10-2015,Milk
4660,27-10-2015,Baby Food
4660,27-10-2015,Oranges
4660,27-10-2015,Butter
2827,04-05-2015,Olive Oil
